url,name,ingredient
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,1 1/2 teaspoons baking powder
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,1/2 teaspoon baking soda
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,1/2 teaspoon salt
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,1 (15 ounce) can pumpkin puree
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,"1 1/4 cups (270g) light brown sugar, packed"
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,2 large eggs
https://www.simplyrecipes.com/pumpkin-cream-cheese-muffins-recipe-5206439,Pumpkin Cream Cheese Muffins,1/2 cup vegetable oil
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,2/3 cup (2 ounces) grated frozen carrots
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,"2/3 cup banana slices, frozen"
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,"3 tablespoons (about 2 large) pitted dates, finely chopped"
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,"2 tablespoons sweet potato purée, frozen"
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,"2 tablespoons walnuts, chopped"
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,Dash ground cinnamon
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,1 1/2 cups vanilla oat milk
https://www.simplyrecipes.com/carrot-cake-smoothie-recipe-5205945,Carrot Cake Smoothie ,"1 teaspoon maple syrup, optional"
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,2 cups (240g) all-purpose flour
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1 tablespoon pumpkin pie spice
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1 1/2 teaspoons baking powder
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1/2 teaspoon baking soda
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1/2 teaspoon kosher salt
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1 (15-ounce) can pumpkin puree
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1 1/4 cups (270g) packed light brown sugar
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,2 large eggs
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,1/2 cup vegetable oil
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,Standard muffin pan
https://www.simplyrecipes.com/pumpkin-muffins-recipe-5203654,Welcome Sweater Weather With Freshly Baked Pumpkin Muffins,Muffin liners
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1/4 cup pepitas
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,"1/4 cup walnuts, coarsely chopped"
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1/4 cup whole almonds
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,"1 1/2 cups old fashioned rolled oats, divided"
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1/2 teaspoon baking powder
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1/2 teaspoon salt
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,"1/4 cup (4 tablespoons, 1/2 stick unsalted butter, at room temperature"
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1/4 cup brown sugar
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1 large egg
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1 large egg white
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1/4 cup tahini
https://www.simplyrecipes.com/oat-and-tahini-breakfast-cookies-5112560,Oat and Tahini Breakfast Cookies,1 teaspoon vanilla
